case_id,run_id,agent,anchor,repeat_index,detection_correct,identification_correct,evidence_f1,recovery_verdict,cost_usd
case_0021,20260921T162712Z_bbf549,react,rule,1,True,True,1.0,recovered,0.106596
case_0021,20260921T163727Z_ffcadc,react,numbers,0,True,True,0.5714,recovered,0.003453
case_0021,20260921T163847Z_b79037,static,rule,1,True,False,0.75,recovered,0.00207
case_0021,20260921T164011Z_0aac6a,react,off,1,False,False,0.0,rejected,0.103374
case_0021,20260921T164210Z_6d6aa9,react,off,1,True,True,0.8571,recovered,0.003435
case_0021,20260921T164754Z_837d65,static,off,1,True,True,0.75,recovered,0.0018106
case_0021,20260921T165044Z_cf7968,react,off,0,False,False,0.0,rejected,0.116269
case_0021,20260921T171222Z_bf0b1d,static,off,1,False,False,0.0,rejected,0.012755
case_0021,20260921T172013Z_d3206a,react,rule,0,True,True,0.8571,recovered,0.0036315
case_0021,20260921T172212Z_7727b8,static,rule,0,True,True,0.75,recovered,0.0018924
case_0021,20260921T172331Z_9e9c6e,static,off,0,True,True,0.6667,recovered,0.0019582000000000002
case_0022,20260921T134743Z_eb8dc9,static,rule,0,True,True,0.6667,recovered,0.0018912
case_0022,20260921T141621Z_d3af1e,static,numbers,1,True,False,0.6667,not_recovered,0.014147
case_0022,20260921T144055Z_20d34f,react,numbers,1,True,True,0.8571,recovered,0.00328874
case_0022,20260921T150131Z_beacbb,react,off,1,False,False,0.0,rejected,0.146356
case_0022,20260921T151224Z_b82652,static,rule,1,True,True,1.0,recovered,0.013672
case_0022,20260921T151746Z_174799,static,off,1,False,False,0.0,rejected,0.01311
case_0022,20260921T152610Z_1d6270,react,rule,0,True,True,0.75,recovered,0.00312614
case_0022,20260921T152709Z_d13f91,static,off,0,True,True,0.5,recovered,0.0019102000000000004
case_0022,20260921T154741Z_70495a,react,rule,0,True,True,1.0,recovered,0.052883
case_0022,20260921T155045Z_9e3583,static,rule,0,True,True,0.75,recovered,0.015027
case_0022,20260921T160140Z_b44350,react,off,0,False,False,0.0,rejected,0.00214158
case_0022,20260921T160959Z_d38823,react,numbers,0,True,True,0.6667,recovered,0.0033230800000000004
case_0022,20260921T162458Z_55dfbf,react,numbers,1,True,True,1.0,recovered,0.064649
case_0022,20260921T163224Z_64a159,static,rule,1,True,True,0.75,recovered,0.0019152000000000001
case_0022,20260921T164649Z_29ddc0,react,numbers,0,True,True,0.6667,recovered,0.099713
case_0022,20260921T164850Z_6d1073,react,rule,1,True,True,0.5714,recovered,0.00399684
case_0022,20260921T165134Z_0e456d,static,numbers,0,True,False,1.0,not_recovered,0.014397
case_0022,20260921T171055Z_55bb49,react,rule,1,True,True,1.0,recovered,0.071733
case_0022,20260921T171213Z_0f5ab9,static,off,0,False,False,0.0,rejected,0.012305
case_0022,20260921T171608Z_84925d,react,off,0,False,False,0.0,rejected,0.070367
case_0022,20260921T172146Z_e14279,static,off,1,True,True,0.75,recovered,0.001909
case_0022,20260921T172505Z_140317,static,numbers,1,True,True,0.75,recovered,0.0018608000000000001
case_0022,20260921T172911Z_f8caf3,react,off,1,True,True,0.75,recovered,0.005158520000000001
case_0022,20260921T173110Z_4282cd,static,numbers,0,True,True,0.75,recovered,0.00072758
case_0023,20260921T132956Z_723423,react,off,1,True,True,0.75,recovered,0.00492854
case_0023,20260921T134815Z_91ff99,react,numbers,0,True,True,0.8571,recovered,0.077164
case_0023,20260921T135303Z_0bfe02,react,rule,0,True,True,0.8571,recovered,0.0037925999999999997
case_0023,20260921T141348Z_7621ed,static,off,1,True,True,0.75,recovered,0.0017518000000000002
case_0023,20260921T142105Z_298275,static,numbers,0,True,True,1.0,recovered,0.014197
case_0023,20260921T143623Z_81507e,static,rule,0,True,True,0.75,recovered,0.0018732
case_0023,20260921T144308Z_c5443c,static,rule,1,True,True,0.6667,recovered,0.013677
case_0023,20260921T145113Z_9aded8,static,off,0,True,True,0.6667,recovered,0.0018382000000000001
case_0023,20260921T145118Z_356709,react,off,1,False,False,0.0,rejected,0.073683
case_0023,20260921T145410Z_f476bd,react,numbers,1,True,True,0.8571,recovered,0.0028112600000000003
case_0023,20260921T152531Z_41a025,static,off,0,False,False,0.0,rejected,0.012915
case_0023,20260921T152714Z_74b8dd,react,rule,1,True,True,0.8571,recovered,0.076969
case_0023,20260921T153033Z_f7d236,react,off,0,False,False,0.0,rejected,0.090063
case_0023,20260921T153354Z_3caac6,react,numbers,1,True,False,0.8,recovered,0.043661
case_0023,20260921T153444Z_65ac44,react,off,0,False,False,0.0,rejected,0.00179996
case_0023,20260921T161747Z_2a39d7,static,rule,0,True,True,1.0,recovered,0.013632
case_0023,20260921T162950Z_ab99aa,static,numbers,0,True,True,0.75,recovered,0.0018764
case_0023,20260921T164550Z_c96fd2,static,off,1,False,False,0.0,rejected,0.012235
case_0023,20260921T165427Z_a97346,react,numbers,0,True,False,0.2857,recovered,0.0035643000000000003
case_0023,20260921T165628Z_d11488,static,numbers,1,True,False,0.6667,rejected,0.016037
case_0023,20260921T170937Z_c936c6,react,rule,1,True,True,0.75,recovered,0.00386478
case_0023,20260921T172443Z_d17e89,static,numbers,1,True,True,0.6667,recovered,0.0018884000000000001
case_0023,20260921T172851Z_75907e,react,rule,0,True,False,1.0,recovered,0.058871
case_0023,20260921T173126Z_6c64c4,static,rule,1,True,True,0.75,recovered,0.0019236
case_0024,20260921T134238Z_0db27b,react,off,0,False,False,0.0,rejected,0.125538
case_0024,20260921T134539Z_292ea1,static,numbers,1,True,True,0.8571,recovered,0.015312
case_0024,20260921T140856Z_f2038d,static,off,0,True,True,0.5,recovered,0.0018778000000000002
case_0024,20260921T141036Z_9cddd2,static,numbers,0,True,True,0.75,recovered,0.014807
case_0024,20260921T141129Z_371667,static,numbers,1,True,True,0.75,recovered,0.0018596
case_0024,20260921T141555Z_68084f,static,rule,1,True,True,0.8571,rejected,0.013962
case_0024,20260921T143542Z_feeba4,react,rule,0,True,True,1.0,recovered,0.078068
case_0024,20260921T145710Z_a26741,react,rule,0,True,True,0.5,recovered,0.00370018
case_0024,20260921T150553Z_d70702,react,off,1,False,False,0.0,rejected,0.100028
case_0024,20260921T150736Z_30ff52,react,rule,1,True,True,1.0,recovered,0.101611
case_0024,20260921T151501Z_9e66e9,react,rule,1,True,True,0.8571,recovered,0.0025158
case_0024,20260921T151755Z_bd13fc,static,off,1,False,False,0.0,rejected,0.012725
case_0024,20260921T152236Z_afe22f,react,off,1,True,True,0.8571,recovered,0.0036026
case_0024,20260921T152546Z_0e8842,static,off,1,True,True,0.5714,recovered,0.0019246
case_0024,20260921T153502Z_d652a8,static,rule,0,True,False,0.6667,recovered,0.013972
case_0024,20260921T154220Z_9176a7,react,numbers,1,True,True,1.0,recovered,0.063169
case_0024,20260921T154621Z_8c8de8,react,numbers,1,True,True,0.5714,recovered,0.0034868200000000003
case_0024,20260921T155618Z_931568,react,off,0,True,True,0.75,recovered,0.00397672
case_0024,20260921T160746Z_c546bf,static,numbers,0,True,True,0.75,recovered,0.0018212
case_0024,20260921T161617Z_8bffd3,static,rule,1,True,True,0.6667,recovered,0.0019344000000000002
case_0024,20260921T164034Z_4c6b45,react,numbers,0,True,True,0.75,recovered,0.00317494
case_0024,20260921T164048Z_3e2d11,static,rule,0,True,True,0.8571,recovered,0.00064746
case_0024,20260921T165644Z_1370d9,react,numbers,0,True,True,0.75,recovered,0.069089
case_0024,20260921T165737Z_c6ca38,static,off,0,False,False,0.0,rejected,0.01311
case_0025,20260921T134141Z_1e6eb4,static,numbers,1,True,True,0.8571,recovered,0.015002
case_0025,20260921T140329Z_aba285,react,numbers,1,True,True,0.75,rejected,0.0036297200000000003
case_0025,20260921T143431Z_1ad591,static,numbers,0,True,True,0.75,recovered,0.0018776
case_0025,20260921T150523Z_68223e,static,rule,0,True,True,0.8571,recovered,0.014567
case_0025,20260921T151243Z_a0ca7e,react,numbers,0,True,True,0.8571,recovered,0.092576
case_0025,20260921T151822Z_4c9fb9,static,off,0,True,True,0.75,recovered,0.0018394000000000001
case_0025,20260921T151845Z_c61f49,react,off,1,False,False,0.0,rejected,0.082029
case_0025,20260921T152141Z_a843d4,react,off,1,False,False,0.0,rejected,0.00245152
case_0025,20260921T152210Z_fe0349,static,numbers,1,True,True,0.75,recovered,0.0018368000000000002
case_0025,20260921T152413Z_3c3613,react,rule,1,True,True,0.8571,recovered,0.00371556
case_0025,20260921T152922Z_6303ce,static,off,1,True,True,0.75,recovered,0.0005842
case_0025,20260921T153221Z_59d105,static,off,0,False,False,0.0,rejected,0.012935
case_0025,20260921T155901Z_c48ee7,react,rule,1,True,True,0.5714,recovered,0.078198
case_0025,20260921T160040Z_be9403,static,rule,0,True,True,0.75,recovered,0.0018947999999999999
case_0025,20260921T163256Z_1652bf,static,rule,1,True,True,0.8571,recovered,0.013542
case_0025,20260921T163642Z_f56191,static,off,1,False,False,0.0,rejected,0.012095
case_0025,20260921T163904Z_f4707e,react,rule,0,True,True,0.5714,recovered,0.091281
case_0025,20260921T164136Z_bebd9b,react,off,0,False,False,0.0,rejected,0.00240764
case_0025,20260921T165355Z_7fe0e5,react,rule,0,True,True,0.8571,recovered,0.00350984
case_0025,20260921T170521Z_70ca96,react,numbers,0,True,True,0.8571,recovered,0.0037842
case_0025,20260921T170900Z_4c6873,react,off,0,False,False,0.0,rejected,0.07528
case_0025,20260921T171116Z_79e4eb,static,rule,1,True,True,0.8571,recovered,0.0018168
case_0025,20260921T171509Z_3d555e,react,numbers,1,True,True,0.5714,recovered,0.080134
case_0025,20260921T172509Z_31252f,static,numbers,0,True,True,0.8571,recovered,0.014277
case_0026,20260921T024111Z_0ead1c,react,numbers,0,,,,,0.0
case_0026,20260921T024111Z_fb0c2f,react,numbers,0,,,,,0.0
case_0026,20260921T132325Z_5fce74,react,numbers,0,True,True,0.8571,recovered,0.097415
case_0026,20260921T134446Z_18ad7c,react,numbers,0,True,True,0.75,recovered,0.0032817799999999998
case_0026,20260921T134513Z_36b3cd,react,rule,0,True,True,0.5714,recovered,0.00365308
case_0026,20260921T135232Z_a2e3c6,static,rule,1,True,True,0.75,recovered,0.0018935999999999998
case_0026,20260921T135247Z_2b5559,react,numbers,1,True,True,0.75,recovered,0.0029464399999999994
case_0026,20260921T140815Z_9aa635,static,off,0,True,True,0.75,recovered,0.0018874
case_0026,20260921T143100Z_5d8188,static,rule,1,True,True,0.75,recovered,0.014717
case_0026,20260921T143426Z_eba4a8,static,numbers,1,True,True,0.75,recovered,0.0018728000000000002
case_0026,20260921T143830Z_b60ba3,static,numbers,0,True,True,0.5714,recovered,0.015227
case_0026,20260921T145033Z_1b0d0d,react,rule,1,True,True,0.8571,recovered,0.00307454
case_0026,20260921T145136Z_db0825,static,numbers,1,True,True,0.6667,recovered,0.013862
case_0026,20260921T151537Z_b08d53,react,rule,0,True,True,0.5714,recovered,0.073853
case_0026,20260921T153919Z_2bd598,react,off,0,True,True,0.8571,recovered,0.0039132
case_0026,20260921T154036Z_3b6344,static,numbers,0,True,True,0.75,recovered,0.0018164000000000001
case_0026,20260921T155810Z_a58e79,react,off,0,False,False,0.0,rejected,0.149959
case_0026,20260921T162101Z_072fe8,react,rule,1,True,True,0.6667,recovered,0.048754
case_0026,20260921T163829Z_982653,static,off,1,False,False,0.0,rejected,0.012865
case_0026,20260921T163925Z_3be3b6,react,off,1,False,False,0.0,rejected,0.092051
case_0026,20260921T164329Z_2f14d6,static,rule,0,True,True,0.8571,recovered,0.014237
case_0026,20260921T165728Z_ffc99f,static,rule,0,True,True,0.6667,recovered,0.0019692
case_0026,20260921T170041Z_fd9889,static,off,0,False,False,0.0,rejected,0.012455
case_0026,20260921T170552Z_f912f0,react,off,1,False,False,0.0,rejected,0.0028884400000000004
case_0026,20260921T171231Z_977f32,react,numbers,1,True,True,0.6667,recovered,0.047788
case_0026,20260921T172459Z_2b5120,static,off,1,True,True,0.6667,recovered,0.0020242000000000003
case_0027,20260921T133925Z_e62093,static,off,0,False,False,0.0,rejected,0.012495
case_0027,20260921T134748Z_60577d,static,rule,1,True,True,0.75,recovered,0.014187
case_0027,20260921T140446Z_433720,react,rule,1,True,True,0.8571,recovered,0.00351658
case_0027,20260921T141810Z_91f50b,react,rule,1,True,True,0.5714,recovered,0.064833
case_0027,20260921T142115Z_f83563,react,off,1,True,True,0.75,recovered,0.00372068
case_0027,20260921T144317Z_5e78f4,static,rule,0,True,True,0.75,recovered,0.0018288
case_0027,20260921T144851Z_956e8e,static,rule,1,True,True,0.75,recovered,0.00068346
case_0027,20260921T150615Z_07b44e,react,numbers,0,True,True,0.8571,recovered,0.082509
case_0027,20260921T150711Z_11131a,react,numbers,1,True,True,0.75,recovered,0.053299
case_0027,20260921T152017Z_e5e361,react,off,0,True,True,0.6667,recovered,0.094428
case_0027,20260921T152551Z_93ff9e,react,off,1,False,False,0.0,rejected,0.085126
case_0027,20260921T153135Z_d90815,react,numbers,1,True,True,0.8571,recovered,0.00371374
case_0027,20260921T153246Z_92743b,static,numbers,0,True,True,0.8571,recovered,0.015282
case_0027,20260921T154703Z_cb11ef,static,numbers,1,True,True,0.8571,recovered,0.013977
case_0027,20260921T155306Z_7662de,static,rule,0,True,False,0.8571,recovered,0.014232
case_0027,20260921T160705Z_7ba0ed,static,numbers,1,True,True,0.75,recovered,0.0018344000000000001
case_0027,20260921T162117Z_58fe23,static,off,1,True,True,0.75,recovered,0.001963
case_0027,20260921T163547Z_7347ae,static,numbers,0,,,,,0.00033277999999999997
case_0027,20260921T163550Z_c73d47,static,numbers,0,True,True,0.75,recovered,0.00072398
case_0027,20260921T164231Z_066455,react,rule,0,True,True,0.75,recovered,0.0034715600000000003
case_0027,20260921T164413Z_5ce828,static,off,0,True,True,0.75,recovered,0.0006094
case_0027,20260921T164536Z_30bb7a,static,off,1,False,False,0.0,rejected,0.012295
case_0027,20260921T164558Z_27f9dd,react,numbers,0,True,True,0.8571,recovered,0.00362872
case_0027,20260921T165501Z_69d379,react,rule,0,True,True,0.6667,recovered,0.057463
case_0027,20260921T171824Z_77e091,react,off,0,False,False,0.0,rejected,0.0026047199999999996
case_0028,20260921T134954Z_4b5c6e,react,numbers,0,True,True,0.8571,recovered,0.0035085199999999998
case_0028,20260921T135445Z_429eb1,react,numbers,0,True,True,0.75,recovered,0.104475
case_0028,20260921T140757Z_9e70d9,react,off,1,True,True,0.6667,recovered,0.003213
case_0028,20260921T140901Z_6cf6a4,react,rule,1,True,True,0.8,recovered,0.040976
case_0028,20260921T140936Z_1a7712,static,numbers,0,True,True,0.6667,recovered,0.00182
case_0028,20260921T141716Z_4de01c,react,rule,0,True,True,0.75,recovered,0.00352348
case_0028,20260921T143512Z_47e478,static,off,0,True,True,0.5,recovered,0.001825
case_0028,20260921T143517Z_cdabfd,react,off,0,True,True,0.75,recovered,0.00361344
case_0028,20260921T144912Z_71647b,react,off,0,False,False,0.0,rejected,0.105957
case_0028,20260921T145024Z_d1f355,static,numbers,1,True,True,0.75,recovered,0.014467
case_0028,20260921T151632Z_dd14ea,static,rule,1,True,True,0.8571,recovered,0.014282
case_0028,20260921T151653Z_8408ef,react,numbers,1,True,True,0.8571,recovered,0.00365136
case_0028,20260921T152802Z_abb611,static,numbers,1,True,True,0.6667,recovered,0.001904
case_0028,20260921T152903Z_079416,static,rule,0,True,True,0.8571,recovered,0.015052
case_0028,20260921T154135Z_e0b44d,static,off,1,False,False,0.0,rejected,0.01289
case_0028,20260921T154326Z_17cccb,static,rule,1,,,,,0.0112236
case_0028,20260921T154713Z_422a48,react,off,1,True,True,0.3333,recovered,0.091478
case_0028,20260921T155317Z_9ebde2,react,rule,1,True,True,0.75,recovered,0.00335688
case_0028,20260921T160045Z_59d1d0,static,off,1,True,True,0.6667,recovered,0.001897
case_0028,20260921T162651Z_dbc7e4,static,rule,0,,,,,0.001926
case_0028,20260921T162656Z_97c537,static,rule,0,True,True,0.5,recovered,0.00064866
case_0028,20260921T163634Z_0050ee,static,off,0,False,False,0.0,rejected,0.012325
case_0028,20260921T164927Z_3a78c7,static,numbers,0,True,True,0.8571,recovered,0.014557
case_0028,20260921T165106Z_51617e,react,numbers,1,True,True,0.75,recovered,0.084273
case_0028,20260921T171029Z_3044d9,react,rule,0,True,True,0.75,recovered,0.078955
case_0029,20260921T133955Z_dd7ec7,react,rule,1,True,True,0.75,recovered,0.00403068
case_0029,20260921T134017Z_58c8c4,react,numbers,1,True,True,0.8571,recovered,0.086071
case_0029,20260921T134902Z_00f068,static,off,1,True,True,0.75,recovered,0.0018394000000000001
case_0029,20260921T141320Z_cdf08b,react,rule,1,True,True,0.8571,recovered,0.086503
case_0029,20260921T141403Z_2f1466,react,off,1,False,False,0.0,rejected,0.0026741399999999998
case_0029,20260921T141837Z_586605,static,off,0,True,True,0.6667,recovered,0.0006106
case_0029,20260921T143654Z_0ab5e7,static,off,0,False,False,0.0,rejected,0.0129
case_0029,20260921T144557Z_e71144,react,off,0,False,False,0.0,rejected,0.086129
case_0029,20260921T144857Z_aca402,react,numbers,0,True,True,0.8571,recovered,0.0031802
case_0029,20260921T145839Z_170c96,static,rule,0,True,False,0.6667,recovered,0.013912
case_0029,20260921T150642Z_643cb7,static,numbers,0,True,True,0.8571,recovered,0.014812
case_0029,20260921T151331Z_220cb6,react,off,0,True,True,0.6667,recovered,0.0035868200000000005
case_0029,20260921T151554Z_4605ab,react,rule,0,True,True,0.75,recovered,0.00377858
case_0029,20260921T153339Z_b59d04,static,rule,0,True,True,0.75,recovered,0.00183
case_0029,20260921T153822Z_b78d72,react,rule,0,True,True,0.6667,recovered,0.091816
case_0029,20260921T154617Z_afab34,static,numbers,0,True,True,0.75,recovered,0.0018284
case_0029,20260921T154934Z_d31063,static,off,1,False,False,0.0,rejected,0.0127
case_0029,20260921T155834Z_bb2aac,static,numbers,1,True,True,0.75,recovered,0.014362
case_0029,20260921T160841Z_260c73,static,rule,1,True,True,0.75,recovered,0.014382
case_0029,20260921T164435Z_440705,react,off,1,False,False,0.0,rejected,0.065273
case_0029,20260921T164711Z_155a20,static,rule,1,True,True,0.75,recovered,0.0018407999999999999
case_0029,20260921T165533Z_5fc1bf,static,numbers,1,True,True,0.75,recovered,0.00182
case_0029,20260921T172336Z_df2e41,react,numbers,1,True,True,0.75,recovered,0.0038166199999999997
case_0029,20260921T172741Z_684c78,react,numbers,0,True,False,0.8,recovered,0.151126
case_0030,20260921T132348Z_2512d0,static,rule,0,True,True,0.8571,recovered,0.013922
case_0030,20260921T132934Z_8576c2,react,off,0,False,False,0.0,rejected,0.133299
case_0030,20260921T134300Z_2a65f0,static,off,1,False,False,0.0,rejected,0.012215
case_0030,20260921T134357Z_923418,react,off,1,True,True,0.5,recovered,0.00399764
case_0030,20260921T135603Z_b6b1a7,react,rule,1,True,True,0.5714,not_recovered,0.060011
case_0030,20260921T135928Z_38239a,static,off,0,True,True,0.5,recovered,0.0018202000000000001
case_0030,20260921T145453Z_6ab359,static,rule,1,True,True,0.75,recovered,0.002034
case_0030,20260921T150002Z_2f170a,static,off,0,False,False,0.0,rejected,0.01324
case_0030,20260921T150443Z_3f8ca3,react,off,1,True,True,0.5714,recovered,0.095269
case_0030,20260921T152826Z_802bdb,react,rule,0,True,True,0.8,recovered,0.084341
case_0030,20260921T153938Z_17d4bf,react,numbers,1,True,True,0.75,recovered,0.0036648
case_0030,20260921T160301Z_50d095,react,numbers,1,True,True,1.0,recovered,0.082726
case_0030,20260921T161016Z_dffb66,static,numbers,1,True,False,0.8571,recovered,0.015117
case_0030,20260921T161210Z_a3d418,static,numbers,1,True,True,0.6667,recovered,0.0019868000000000004
case_0030,20260921T162823Z_ff6331,react,rule,0,True,True,0.6667,rejected,0.00419396
case_0030,20260921T163121Z_a84a9a,static,numbers,0,,,,,0.00996998
case_0030,20260921T163202Z_17d2a2,react,numbers,0,True,True,0.5714,recovered,0.101535
case_0030,20260921T163515Z_97b179,static,rule,0,True,True,0.6667,recovered,0.0019416
case_0030,20260921T165340Z_e8fa60,static,rule,1,True,True,0.8571,recovered,0.013917
case_0030,20260921T165747Z_e376de,react,rule,1,,,,,0.00158286
case_0030,20260921T165825Z_23026c,react,rule,1,True,True,0.8571,recovered,0.00355408
case_0030,20260921T170536Z_0f4022,react,numbers,0,True,True,0.5714,recovered,0.00358554
case_0030,20260921T170645Z_f02ee4,static,off,1,True,True,0.75,recovered,0.0019822000000000004
case_0030,20260921T171852Z_8fbc10,static,numbers,0,True,True,0.8571,recovered,0.014862
case_0030,20260921T172107Z_f074ec,react,off,0,False,False,0.0,rejected,0.00245578
case_0031,20260921T135343Z_0b1187,react,off,1,False,False,0.0,rejected,0.00379958
case_0031,20260921T140147Z_e90010,react,off,1,False,False,0.0,rejected,0.088113
case_0031,20260921T140648Z_e62b66,static,numbers,1,True,True,0.8571,recovered,0.014222
case_0031,20260921T140918Z_4a23f2,react,numbers,1,True,True,0.75,recovered,0.055099
case_0031,20260921T141342Z_5e70fb,static,off,0,True,True,0.6667,recovered,0.001903
case_0031,20260921T144435Z_2edd04,react,numbers,0,True,True,0.8571,recovered,0.072387
case_0031,20260921T144830Z_e01743,static,rule,0,True,True,0.5714,recovered,0.013817
case_0031,20260921T151350Z_c904ae,static,off,0,False,False,0.0,rejected,0.012575
case_0031,20260921T152126Z_48395d,react,numbers,1,True,True,0.8571,recovered,0.0030258800000000003
case_0031,20260921T152407Z_ff2fac,static,numbers,0,True,True,0.75,recovered,0.0018272
case_0031,20260921T153028Z_b43d93,static,rule,0,True,True,0.75,recovered,0.0018972000000000001
case_0031,20260921T154010Z_ce90be,static,rule,1,True,True,0.5714,recovered,0.014017
case_0031,20260921T154309Z_e5c5fb,react,rule,0,True,True,0.8571,recovered,0.060595
case_0031,20260921T154505Z_16e584,static,off,1,False,False,0.0,rejected,0.01277
case_0031,20260921T161302Z_026af6,react,off,0,False,False,0.0,rejected,0.00230308
case_0031,20260921T161519Z_4d5d07,static,numbers,0,True,True,0.75,recovered,0.015807
case_0031,20260921T162223Z_8b9bd9,react,off,0,,,,,0.139193
case_0031,20260921T162423Z_39874d,react,rule,1,True,True,0.75,rejected,0.0043629
case_0031,20260921T162759Z_727730,react,rule,0,True,True,0.75,recovered,0.00344486
