case_id,run_id,agent,anchor,repeat_index,detection_correct,identification_correct,evidence_f1,recovery_verdict,cost_usd
case_0016,20260914T230114Z_158c1d,react,numbers,0,True,True,0.6667,recovered,0.084029
case_0016,20260914T230235Z_89935d,static,numbers,1,True,True,0.5714,recovered,0.014596
case_0016,20260914T231906Z_ee3e4f,static,off,1,False,False,0.0,rejected,0.011894
case_0016,20260914T232451Z_5e11b8,react,numbers,1,True,True,0.6667,recovered,0.113671
case_0017,20260914T224247Z_bb6068,react,numbers,0,True,True,0.8571,recovered,0.059125
case_0017,20260914T224305Z_32f128,static,rule,1,True,True,0.75,recovered,0.014456
case_0017,20260914T224440Z_6193f5,static,off,1,False,False,0.0,rejected,0.011849
case_0017,20260914T224459Z_f26688,static,off,0,False,False,0.0,rejected,0.012904
case_0017,20260914T224729Z_0b69b7,react,off,1,False,False,0.0,rejected,0.070331
case_0017,20260914T225431Z_25a3a6,react,rule,1,True,True,0.6667,recovered,0.118174
case_0017,20260914T225926Z_cba741,react,rule,0,True,True,0.8571,recovered,0.075882
case_0017,20260914T231636Z_a29759,static,rule,0,True,True,0.75,recovered,0.014196
case_0017,20260914T232542Z_7ac612,static,numbers,0,True,True,0.8571,recovered,0.014506
case_0017,20260914T232706Z_537b11,static,numbers,1,True,False,0.8,recovered,0.015096
case_0017,20260914T233006Z_58c705,react,numbers,1,True,True,0.8,recovered,0.099988
case_0017,20260914T233546Z_8b08cd,react,off,0,False,False,0.0,rejected,0.092815
case_0018,20260914T223628Z_7a16ea,react,off,1,True,True,0.8,rejected,0.063175
case_0018,20260914T224009Z_46707d,react,off,0,False,False,0.0,rejected,0.08452
case_0018,20260914T224148Z_365a48,static,rule,1,True,True,0.8,recovered,0.013238
case_0018,20260914T224510Z_e52c7b,static,numbers,1,True,True,0.6667,recovered,0.013853
case_0018,20260914T224637Z_7241e7,static,numbers,0,True,True,0.6667,recovered,0.014228
case_0018,20260914T224759Z_9828ce,static,off,1,False,False,0.0,rejected,0.012446
case_0018,20260914T230446Z_7a8633,react,numbers,0,True,True,0.8,recovered,0.083885
case_0018,20260914T230717Z_f05e5a,static,rule,0,True,True,0.6667,recovered,0.013453
case_0018,20260914T231042Z_cdfc33,react,numbers,1,True,True,0.8,recovered,0.066419
case_0018,20260914T231506Z_f7abcd,react,rule,0,True,True,0.8,recovered,0.06879
case_0018,20260914T231717Z_5d0300,static,off,0,False,False,0.0,rejected,0.012486
case_0018,20260914T232614Z_4665c5,react,rule,1,True,True,0.8,recovered,0.077132
case_0019,20260914T223833Z_df8124,static,rule,0,True,True,0.6667,recovered,0.013553
case_0019,20260914T225000Z_345ae8,react,numbers,0,True,True,0.8,recovered,0.071762
case_0019,20260914T225032Z_5e0d0a,static,off,1,False,False,0.0,rejected,0.012121
case_0019,20260914T225059Z_56243c,static,numbers,1,True,True,0.6667,recovered,0.013358
case_0019,20260914T225600Z_b88e6c,static,rule,1,True,True,0.6667,recovered,0.012788
case_0019,20260914T230342Z_8f4d15,static,numbers,0,True,True,0.8,recovered,0.013273
case_0019,20260914T230738Z_9b83e4,react,off,0,False,False,0.0,rejected,0.076564
case_0019,20260914T231310Z_c27745,react,numbers,1,True,True,0.8,recovered,0.073758
case_0019,20260914T231339Z_faf1b4,react,rule,1,True,True,0.8,recovered,0.072712
case_0019,20260914T232259Z_959c21,react,off,1,False,False,0.0,rejected,0.076032
case_0019,20260914T233421Z_a1875e,react,rule,0,True,True,0.8,recovered,0.059947
case_0019,20260914T233605Z_f82358,static,off,0,False,False,0.0,rejected,0.011666
case_0020,20260914T224837Z_b5fb2c,static,off,1,False,False,0.0,rejected,0.011556
case_0020,20260914T224930Z_c3c6b8,react,rule,1,True,True,0.8,recovered,0.06605
case_0020,20260914T225640Z_c23c55,react,numbers,0,True,True,0.8,recovered,0.062597
case_0020,20260914T225759Z_1b46f8,static,off,0,False,False,0.0,rejected,0.012236
case_0020,20260914T225906Z_acc9ce,static,numbers,1,True,True,0.8,recovered,0.013273
case_0020,20260914T230202Z_9ae3cd,react,off,1,False,False,0.0,rejected,0.095955
case_0020,20260914T230401Z_8760f2,react,off,0,False,False,0.0,rejected,0.133306
case_0020,20260914T230925Z_08bccf,react,numbers,1,True,True,0.8,recovered,0.075239
case_0020,20260914T232443Z_351510,static,numbers,0,True,True,0.6667,recovered,0.013303
case_0020,20260914T232859Z_9a6886,static,rule,1,True,True,0.8,recovered,0.013578
case_0020,20260914T233255Z_5b682e,static,rule,0,True,True,0.8,recovered,0.014353
case_0020,20260914T234022Z_e02f40,react,rule,0,True,True,0.8,recovered,0.077685
case_0021,20260914T224417Z_2d9569,react,numbers,0,True,True,0.8,recovered,0.075606
case_0021,20260914T224705Z_6629fc,react,rule,1,True,True,0.8,recovered,0.09033
case_0021,20260914T225455Z_b288ce,static,numbers,1,True,True,0.6667,recovered,0.012903
case_0021,20260914T231151Z_ebdad6,react,off,0,False,False,0.0,rejected,0.05703
case_0021,20260914T231329Z_0c3ec6,static,off,0,False,False,0.0,rejected,0.012686
case_0021,20260914T231953Z_e6cebf,static,off,1,False,False,0.0,rejected,0.013711
case_0021,20260914T232147Z_475afc,react,off,1,True,True,1.0,recovered,0.04993
case_0021,20260914T232338Z_3fab2d,static,rule,0,True,True,0.8,recovered,0.013493
case_0021,20260914T232751Z_73bca8,static,rule,1,True,True,0.8,recovered,0.013173
case_0021,20260914T233032Z_16e9e3,react,rule,0,True,True,0.8,recovered,0.062264
case_0021,20260914T233054Z_16546a,static,numbers,0,False,False,0.0,rejected,0.012828
case_0021,20260914T233329Z_b95a21,react,numbers,1,True,True,0.8,recovered,0.082698
case_0022,20260914T223224Z_3fa529,react,numbers,0,True,True,0.8,recovered,0.09479
case_0022,20260914T224157Z_f2e0ce,react,rule,0,True,True,0.8,recovered,0.087963
case_0022,20260914T224357Z_29c6a6,react,off,1,True,True,0.8,recovered,0.067488
case_0022,20260914T224520Z_da4fe2,static,numbers,1,True,True,0.6667,recovered,0.013568
case_0022,20260914T224748Z_b9d856,static,numbers,0,True,True,0.6667,recovered,0.014193
case_0022,20260914T225208Z_5bbe47,react,rule,1,True,True,0.8,recovered,0.065196
case_0022,20260914T225631Z_b0222b,static,rule,1,True,True,0.8,rejected,0.012863
case_0022,20260914T231059Z_48ae34,static,off,1,False,False,0.0,rejected,0.012666
case_0022,20260914T231108Z_8d2bb4,react,off,0,True,False,0.8571,rejected,0.100778
case_0022,20260914T232422Z_f61a13,react,numbers,1,True,True,0.8,recovered,0.093927
case_0022,20260914T232656Z_699083,static,rule,0,True,True,0.6667,recovered,0.013808
case_0022,20260914T232908Z_72eca6,static,off,0,True,False,0.0,rejected,0.013201
case_0028,20260914T223458Z_cb9027,react,off,1,False,False,0.0,rejected,0.059602
case_0028,20260914T224103Z_dfdbc4,react,rule,1,True,True,0.8,recovered,0.085558
case_0028,20260914T230140Z_d49160,static,off,0,False,False,0.0,rejected,0.01252
case_0028,20260914T230604Z_8858b0,static,numbers,0,True,True,0.8,recovered,0.013892
case_0028,20260914T230830Z_5bc1ff,static,rule,0,True,True,0.8,recovered,0.013727
case_0028,20260914T231725Z_57704a,static,rule,1,True,True,0.8,recovered,0.013297
case_0028,20260914T231924Z_d5354f,static,off,1,False,False,0.0,rejected,0.01211
case_0028,20260914T232123Z_f8d279,react,off,0,False,False,0.0,rejected,0.09313
case_0028,20260914T232808Z_fc3023,react,rule,0,True,True,0.8,recovered,0.065732
case_0028,20260914T232919Z_5e1705,react,numbers,0,True,True,0.8,recovered,0.066018
case_0028,20260914T233710Z_fa60e7,static,numbers,1,True,False,0.8,recovered,0.014167
case_0028,20260914T233721Z_3cfd28,react,numbers,1,True,True,0.8,recovered,0.070577
case_0029,20260914T223916Z_876691,react,off,1,False,False,0.0,rejected,0.101681
case_0029,20260914T224844Z_612d63,static,rule,1,True,True,0.4,recovered,0.014132
case_0029,20260914T225835Z_6538a5,static,numbers,0,False,False,0.0,rejected,0.011992
case_0029,20260914T230524Z_3696c6,static,off,1,True,True,0.8,recovered,0.01385
case_0029,20260914T230537Z_62e5d8,react,numbers,1,True,True,0.8,recovered,0.108287
case_0029,20260914T230756Z_76e047,react,numbers,0,True,True,0.8,recovered,0.079261
case_0029,20260914T231414Z_400b3c,react,off,0,True,True,0.5,recovered,0.08481
case_0029,20260914T231455Z_c8f67e,static,rule,0,True,True,0.8,recovered,0.014312
case_0029,20260914T232005Z_282099,static,off,0,False,False,0.0,rejected,0.012575
case_0029,20260914T232730Z_c78cf2,react,rule,0,True,True,0.8,recovered,0.070742
case_0029,20260914T232826Z_abad4e,static,numbers,1,True,True,0.8,recovered,0.013637
case_0029,20260914T233751Z_d9e9b0,react,rule,1,True,True,0.8,recovered,0.075795
case_0030,20260914T223652Z_d3e234,static,numbers,0,True,True,0.8,recovered,0.013812
case_0030,20260914T224000Z_cc4a08,static,off,0,False,False,0.0,rejected,0.01284
case_0030,20260914T224947Z_2e5f1b,static,rule,0,True,True,0.6667,recovered,0.014097
case_0030,20260914T225250Z_c22087,react,off,0,True,True,0.4,recovered,0.050913
case_0030,20260914T225731Z_cce8b9,react,rule,1,True,True,0.8,recovered,0.084545
case_0030,20260914T230001Z_1e4441,static,off,1,False,False,0.0,rejected,0.012305
case_0030,20260914T231013Z_77dfb2,react,numbers,0,True,True,0.8,recovered,0.088047
case_0030,20260914T231620Z_56d195,react,rule,0,True,True,0.8,recovered,0.048204
case_0030,20260914T232519Z_bba863,static,rule,1,True,True,0.8,recovered,0.013662
case_0030,20260914T233305Z_4f25d9,react,off,1,True,True,0.4,recovered,0.088533
case_0030,20260914T233349Z_f32238,react,numbers,1,True,True,0.8,recovered,0.065354
case_0030,20260914T233407Z_234e88,static,numbers,1,True,True,0.8,recovered,0.015107
case_0031,20260914T223448Z_56d0dc,static,rule,1,True,False,0.8,recovered,0.013612
case_0031,20260914T223843Z_6e70a1,react,rule,0,True,True,0.8,recovered,0.106634
case_0031,20260914T224126Z_307e95,react,rule,1,True,True,0.8,recovered,0.078765
case_0031,20260914T224339Z_539267,react,numbers,1,True,True,0.8,recovered,0.060512
case_0031,20260914T225551Z_36a8e7,static,off,0,False,False,0.0,rejected,0.01245
case_0031,20260914T225915Z_4836a5,static,numbers,0,True,True,0.6667,recovered,0.014372
case_0031,20260914T225952Z_466e8f,static,off,1,False,False,0.0,rejected,0.012
case_0031,20260914T231224Z_a93989,react,off,0,True,True,0.8,recovered,0.080672
case_0031,20260914T231706Z_71c8cd,static,rule,0,True,True,0.8,recovered,0.013927
case_0031,20260914T231735Z_02fb6d,static,numbers,1,True,True,0.8,recovered,0.014192
case_0031,20260914T232209Z_c2f9c9,react,off,1,False,False,0.0,rejected,0.075973
case_0031,20260914T233153Z_5bde58,react,numbers,0,True,True,0.6667,rejected,0.083213
case_0032,20260914T223702Z_1bee4d,static,rule,1,True,True,0.6667,recovered,0.013982
case_0032,20260914T224319Z_240d39,react,rule,1,True,True,0.8,recovered,0.082725
case_0032,20260914T225152Z_ccd8f5,react,off,1,False,False,0.0,rejected,0.064659
case_0032,20260914T225225Z_3aa829,react,numbers,0,True,True,0.8,recovered,0.074737
case_0032,20260914T225608Z_ed9451,react,numbers,1,True,False,0.8,recovered,0.074145
case_0032,20260914T225944Z_bcd675,static,off,0,False,False,0.0,rejected,0.01219
case_0032,20260914T230010Z_0f6998,react,off,0,False,False,0.0,rejected,0.123378
case_0032,20260914T231213Z_78c826,static,rule,0,True,True,0.6667,recovered,0.014092
case_0032,20260914T231914Z_b51095,static,numbers,0,True,True,0.6667,recovered,0.014077
case_0032,20260914T233459Z_1fbea4,static,numbers,1,True,True,0.6667,recovered,0.014217
case_0032,20260914T233611Z_973c67,react,rule,0,True,True,0.8,recovered,0.069622
case_0032,20260914T234042Z_6a5454,static,off,1,False,False,0.0,rejected,0.012805
case_0033,20260914T223245Z_c76f44,react,off,0,True,False,0.5,recovered,0.093216
case_0033,20260914T224538Z_e5b0fd,static,rule,1,True,True,0.6667,recovered,0.013642
case_0033,20260914T224550Z_6c2d3a,static,off,0,False,False,0.0,rejected,0.01236
case_0033,20260914T225109Z_ad2c4a,react,rule,0,True,True,0.8,recovered,0.068173
case_0033,20260914T225327Z_a53498,react,numbers,1,True,True,0.8,recovered,0.049713
case_0033,20260914T225345Z_53c6c4,react,off,1,False,False,0.0,rejected,0.083952
case_0033,20260914T230839Z_9adc5c,static,rule,0,True,True,0.6667,recovered,0.014292
case_0033,20260914T231244Z_4d19f1,react,rule,1,True,False,0.6667,recovered,0.070126
case_0033,20260914T232413Z_6bcae0,static,off,1,False,False,0.0,rejected,0.01227
case_0033,20260914T232530Z_1c5c1f,static,numbers,1,True,True,0.6667,recovered,0.014432
case_0033,20260914T232645Z_9a00a4,static,numbers,0,True,True,0.8,recovered,0.014557
case_0033,20260914T233813Z_78a58d,react,numbers,0,True,True,0.8,recovered,0.09555
