case_id,run_id,agent,anchor,repeat_index,detection_correct,identification_correct,evidence_f1,recovery_verdict,cost_usd
case_0005,20260912T234521Z_9a6666,react,off,2,True,True,1.0,no_unnecessary_repair,0.070409
case_0005,20260912T234736Z_d2258d,react,on,1,False,False,0.0,false_intervention,0.081967
case_0005,20260913T000314Z_65a6c2,static,off,2,True,True,1.0,no_unnecessary_repair,0.010875
case_0005,20260913T000323Z_64e436,static,on,2,False,False,0.0,false_intervention,0.012177
case_0005,20260913T001023Z_d05daf,static,off,0,True,True,1.0,no_unnecessary_repair,0.01109
case_0005,20260913T001156Z_3703f0,static,on,0,False,False,0.0,false_intervention,0.011892
case_0005,20260913T004909Z_1d70e6,static,off,1,True,True,1.0,no_unnecessary_repair,0.012025
case_0006,20260912T232117Z_f2b5e7,react,off,2,True,True,1.0,no_unnecessary_repair,0.108362
case_0006,20260912T232603Z_7327cf,react,off,0,True,True,1.0,no_unnecessary_repair,0.064155
case_0006,20260912T233351Z_06ec19,react,on,2,True,True,1.0,no_unnecessary_repair,0.05144
case_0006,20260912T233746Z_8e00cd,static,off,2,True,True,1.0,no_unnecessary_repair,0.011245
case_0006,20260912T233818Z_a32f52,static,on,0,True,True,1.0,no_unnecessary_repair,0.011477
case_0006,20260912T233923Z_522cf3,react,off,1,True,True,1.0,no_unnecessary_repair,0.062276
case_0006,20260913T000427Z_e9d44d,static,off,0,True,True,1.0,no_unnecessary_repair,0.01176
case_0006,20260913T001452Z_59d3f7,react,on,1,False,False,0.0,false_intervention,0.057668
case_0006,20260913T002543Z_4e5aeb,static,on,2,True,True,1.0,no_unnecessary_repair,0.011527
case_0006,20260913T003150Z_faf5f4,static,on,1,True,True,1.0,no_unnecessary_repair,0.011197
case_0006,20260913T003414Z_35a492,static,off,1,True,True,1.0,no_unnecessary_repair,0.01113
case_0006,20260913T004049Z_454c07,react,on,0,True,True,1.0,no_unnecessary_repair,0.052075
case_0007,20260912T233859Z_490a2b,static,off,1,True,True,1.0,no_unnecessary_repair,0.010785
case_0007,20260912T233906Z_ebe49e,static,off,0,True,True,1.0,no_unnecessary_repair,0.01128
case_0007,20260912T234616Z_155bf9,static,on,1,True,True,1.0,no_unnecessary_repair,0.010607
case_0007,20260912T235020Z_bb8239,react,off,1,True,True,1.0,no_unnecessary_repair,0.083079
case_0007,20260913T000200Z_d08767,static,on,0,True,True,1.0,no_unnecessary_repair,0.010992
case_0007,20260913T000240Z_64916d,react,off,2,True,True,1.0,no_unnecessary_repair,0.048798
case_0007,20260913T000507Z_0b823f,react,on,0,True,True,1.0,no_unnecessary_repair,0.064157
case_0007,20260913T002525Z_d20de1,static,off,2,True,True,1.0,no_unnecessary_repair,0.01086
case_0007,20260913T002651Z_67a01c,react,on,2,True,True,1.0,no_unnecessary_repair,0.018082
case_0007,20260913T004126Z_698eeb,react,off,0,True,True,1.0,no_unnecessary_repair,0.081503
case_0007,20260913T004504Z_fc4108,static,on,2,True,True,1.0,no_unnecessary_repair,0.010497
case_0007,20260913T004629Z_bf71b3,react,on,1,True,True,1.0,no_unnecessary_repair,0.04152
case_0008,20260912T232213Z_82ec04,react,off,2,True,True,0.4,recovered,0.086987
case_0008,20260912T232406Z_88b3aa,react,on,1,True,True,0.8,recovered,0.046121
case_0008,20260912T233048Z_8d88e4,react,off,1,True,True,1.0,recovered,0.067737
case_0008,20260912T235012Z_f1b02a,static,on,0,True,True,0.8,recovered,0.011383
case_0008,20260913T000107Z_d6537a,react,on,0,True,True,0.4,recovered,0.052764
case_0008,20260913T002642Z_322d8f,static,off,2,True,True,0.4,recovered,0.011016
case_0008,20260913T003009Z_59ebe5,static,off,1,True,True,0.4,recovered,0.011746
case_0008,20260913T003908Z_6d239b,react,on,2,True,True,0.8,recovered,0.050869
case_0008,20260913T003957Z_8c5dbb,static,off,0,True,True,0.4,recovered,0.011646
case_0008,20260913T004435Z_0645b9,static,on,1,True,True,0.8,recovered,0.012383
case_0008,20260913T004711Z_fff5e4,static,on,2,True,True,0.4,recovered,0.011238
case_0008,20260913T004928Z_671d0c,react,off,0,True,True,0.4,recovered,0.059613
case_0009,20260912T234828Z_afb671,static,off,0,True,True,0.4,recovered,0.010626
case_0009,20260912T235240Z_97ebcd,react,on,2,True,True,0.4,recovered,0.071126
case_0009,20260912T235613Z_89c82f,static,on,1,True,True,0.8,recovered,0.011363
case_0009,20260913T001032Z_cc60c5,react,off,1,True,True,0.8,rejected,0.027891
case_0009,20260913T001136Z_88db2e,static,off,1,True,True,0.4,recovered,0.012061
case_0009,20260913T001245Z_393aa9,react,on,0,True,True,0.5,recovered,0.044385
case_0009,20260913T001351Z_11da04,static,on,0,True,True,0.4,recovered,0.011358
case_0009,20260913T003259Z_9b1047,static,on,2,True,True,0.4,recovered,0.011598
case_0009,20260913T003423Z_f6a673,react,on,1,True,True,0.4,recovered,0.053393
case_0009,20260913T004241Z_e789a9,static,off,2,True,True,0.8,recovered,0.011541
case_0009,20260913T004642Z_47e201,react,off,0,True,True,0.8,recovered,0.121529
case_0009,20260913T004842Z_e38151,react,off,2,True,True,0.8,recovered,0.066872
case_0010,20260912T232828Z_b4b270,react,off,2,True,True,0.8,recovered,0.060365
case_0010,20260913T000220Z_054d2a,react,on,1,True,True,0.4,recovered,0.053786
case_0010,20260913T000625Z_1b6adb,static,on,2,True,True,0.8,recovered,0.010773
case_0010,20260913T001550Z_c9b265,react,off,1,True,True,0.4,rejected,0.067766
case_0010,20260913T002148Z_70e03d,static,off,2,True,True,0.8,recovered,0.011551
case_0010,20260913T002514Z_58d25b,static,on,1,True,True,0.8,recovered,0.011373
case_0010,20260913T003520Z_07f35c,react,on,2,True,True,0.8,rejected,0.084844
case_0010,20260913T003614Z_09d329,react,off,0,True,False,0.4,recovered,0.049607
case_0010,20260913T003929Z_7eaddb,react,on,0,True,True,0.4,recovered,0.051794
case_0010,20260913T004304Z_ce1555,static,off,0,True,True,0.8,recovered,0.011176
case_0010,20260913T004833Z_b17ced,static,on,0,True,True,0.4,recovered,0.010913
case_0010,20260913T004920Z_67dcf2,static,off,1,True,True,0.6667,recovered,0.011911
case_0011,20260912T233625Z_1a3a99,static,off,0,True,True,0.4,recovered,0.010731
case_0011,20260912T235149Z_e29c68,react,on,0,True,True,0.8,recovered,0.055104
case_0011,20260912T235824Z_039335,react,off,2,True,True,0.8,recovered,0.045411
case_0011,20260912T235949Z_be68ac,static,on,1,True,True,0.8,recovered,0.011083
case_0011,20260913T000649Z_a19689,react,off,1,True,True,0.8,recovered,0.061939
case_0011,20260913T000914Z_89c143,react,off,0,True,True,0.8,recovered,0.060642
case_0011,20260913T001301Z_c55785,static,on,0,True,True,0.4,recovered,0.011158
case_0011,20260913T001703Z_3b707d,react,on,1,True,True,0.5,recovered,0.0607
case_0011,20260913T003405Z_ffcc6b,static,on,2,True,True,0.8,recovered,0.010958
case_0011,20260913T004445Z_94ee61,static,off,1,True,True,0.8,recovered,0.010891
case_0011,20260913T004808Z_7987ac,react,on,2,True,True,0.8,recovered,0.052654
case_0011,20260913T004951Z_2a26ba,static,off,2,True,True,0.4,recovered,0.010341
case_0012,20260912T233239Z_f60d46,react,off,1,True,True,0.4,recovered,0.037084
case_0012,20260912T233701Z_53c877,react,off,0,True,True,0.4,recovered,0.05425
case_0012,20260912T234009Z_499323,static,on,0,True,True,0.8,recovered,0.011333
case_0012,20260912T234623Z_567256,react,on,1,True,True,0.8,recovered,0.055921
case_0012,20260912T234836Z_067dd8,react,on,2,True,True,0.8,recovered,0.053417
case_0012,20260912T235301Z_2c7a21,static,on,1,True,True,0.4,recovered,0.011538
case_0012,20260912T235752Z_1b06c9,static,off,2,True,True,0.4,rejected,0.011466
case_0012,20260913T000721Z_ac4487,react,on,0,True,True,0.8,recovered,0.053558
case_0012,20260913T001520Z_05d759,static,on,2,True,True,0.8,recovered,0.011153
case_0012,20260913T001739Z_557972,react,off,2,True,True,0.5,recovered,0.056782
case_0012,20260913T002217Z_370779,static,off,1,True,True,0.8,recovered,0.011556
case_0012,20260913T003210Z_5ed999,static,off,0,True,True,0.4,recovered,0.010876
case_0013,20260912T232151Z_ac0d92,static,on,1,True,False,1.0,rejected,0.012852
case_0013,20260912T233531Z_8297e0,react,on,2,True,True,0.8,rejected,0.078163
case_0013,20260912T234457Z_165411,static,on,2,True,True,0.6667,rejected,0.012602
case_0013,20260913T000532Z_988e36,react,off,2,False,False,0.0,rejected,0.079179
case_0013,20260913T001058Z_709f5b,static,on,0,True,True,0.8571,recovered,0.012972
case_0013,20260913T001110Z_4da7a0,static,off,0,False,False,0.0,rejected,0.011425
case_0013,20260913T001426Z_61231b,static,off,1,False,False,0.0,rejected,0.01133
case_0013,20260913T002228Z_a6e2cd,react,off,0,True,False,0.3333,rejected,0.097609
case_0013,20260913T003344Z_ffe41a,react,on,0,True,True,1.0,recovered,0.058407
case_0013,20260913T003541Z_5d550e,static,off,2,False,False,0.0,rejected,0.01189
case_0013,20260913T003815Z_daf75f,react,on,1,True,True,0.8,recovered,0.074287
case_0013,20260913T004511Z_68f23b,react,off,1,True,False,0.2857,rejected,0.084745
case_0014,20260912T231922Z_53cae5,react,on,0,True,True,0.8,recovered,0.048115
case_0014,20260912T233500Z_b96bfa,static,off,1,False,False,0.0,rejected,0.011715
case_0014,20260912T234020Z_da1bb0,static,off,2,False,False,0.0,rejected,0.01107
case_0014,20260912T234439Z_d5b874,react,on,2,True,True,0.75,recovered,0.041884
case_0014,20260912T235058Z_3a89b2,static,on,1,True,False,1.0,recovered,0.012852
case_0014,20260913T000710Z_7b6c84,static,on,2,True,True,0.8571,recovered,0.012832
case_0014,20260913T001643Z_70fb32,react,off,1,False,False,0.0,rejected,0.077416
case_0014,20260913T002808Z_85c7f0,react,off,0,False,False,0.0,rejected,0.102206
case_0014,20260913T002843Z_1e2e29,react,off,2,False,False,0.0,rejected,0.071837
case_0014,20260913T003218Z_d5773b,static,on,0,True,False,0.8571,recovered,0.013187
case_0014,20260913T003703Z_07299d,react,on,1,True,True,0.6667,rejected,0.089676
case_0014,20260913T004454Z_861f37,static,off,0,False,False,0.0,rejected,0.01143
case_0015,20260912T232012Z_508142,react,off,2,False,False,0.0,rejected,0.069978
case_0015,20260912T233215Z_c1d64a,static,on,1,True,False,0.8,rejected,0.012697
case_0015,20260912T235312Z_ef5787,static,on,2,True,True,0.8571,recovered,0.013737
case_0015,20260912T235713Z_5584f1,react,on,0,True,True,0.6667,recovered,0.036951
case_0015,20260913T000933Z_c1e1b8,react,on,1,True,True,0.6667,recovered,0.055956
case_0015,20260913T001050Z_9c035b,static,off,0,False,False,0.0,rejected,0.011605
case_0015,20260913T001415Z_33f455,static,on,0,True,True,1.0,recovered,0.012672
case_0015,20260913T002031Z_b3ec37,react,off,0,False,False,0.0,rejected,0.134075
case_0015,20260913T002412Z_d48180,react,off,1,True,False,0.3333,rejected,0.094384
case_0015,20260913T002705Z_36e407,static,off,2,False,False,0.0,rejected,0.011135
case_0015,20260913T003020Z_d6b53c,static,off,1,False,False,0.0,rejected,0.011285
case_0015,20260913T003458Z_d93a51,react,on,2,True,False,0.8,recovered,0.064293
case_0016,20260912T233320Z_8e237a,react,off,0,False,False,0.0,rejected,0.149459
case_0016,20260912T233407Z_4ab848,react,on,2,True,True,0.6667,recovered,0.058918
case_0016,20260912T233439Z_9b1dff,react,off,2,,,,,0.12209
case_0016,20260912T235519Z_6ba7d7,static,off,1,False,False,0.0,rejected,0.01101
case_0016,20260913T000640Z_d91b42,static,off,2,False,False,0.0,rejected,0.01186
case_0016,20260913T000758Z_4599f7,static,on,2,True,True,0.8571,recovered,0.012932
case_0016,20260913T001147Z_bd1273,static,off,0,False,False,0.0,rejected,0.01118
case_0016,20260913T001849Z_f5dd7d,react,off,1,False,False,0.0,rejected,0.047291
case_0016,20260913T002606Z_89ac74,react,on,0,True,True,0.6667,recovered,0.080432
case_0016,20260913T002831Z_2d2557,static,on,0,True,True,0.8571,recovered,0.013097
case_0016,20260913T004354Z_c60ad8,static,on,1,True,True,0.8571,recovered,0.012522
case_0016,20260913T004719Z_fba7c5,react,on,1,True,True,0.6667,recovered,0.076294
case_0017,20260912T232309Z_94434f,react,on,1,True,True,0.8571,recovered,0.056398
case_0017,20260912T233007Z_0b270d,react,on,2,True,True,0.8571,recovered,0.054698
case_0017,20260912T233112Z_5f0f6a,static,off,2,False,False,0.0,rejected,0.010945
case_0017,20260912T233553Z_34c369,react,off,2,False,False,0.0,rejected,0.103459
case_0017,20260912T235841Z_086855,static,off,1,False,False,0.0,rejected,0.01134
case_0017,20260913T000208Z_88118a,static,on,1,True,True,0.8571,recovered,0.012857
case_0017,20260913T000403Z_a1dd0c,static,on,2,True,True,0.75,recovered,0.012852
case_0017,20260913T001925Z_e379fb,react,off,0,False,False,0.0,rejected,0.094036
case_0017,20260913T002333Z_ab96fb,react,on,0,True,True,0.6667,recovered,0.036468
case_0017,20260913T003242Z_365c8a,static,off,0,False,False,0.0,rejected,0.010955
case_0017,20260913T004111Z_a6965a,react,off,1,False,False,0.0,rejected,0.047284
case_0017,20260913T004230Z_c222e9,static,on,0,True,True,0.5714,recovered,0.012387
case_0018,20260912T231912Z_a06675,static,on,0,True,True,0.6667,recovered,0.012314
case_0018,20260912T232203Z_373320,static,off,2,False,False,0.0,rejected,0.011942
case_0018,20260912T232937Z_2b8a3a,react,on,2,True,True,0.8,recovered,0.044926
case_0018,20260912T233140Z_b9ec59,react,off,0,True,False,0.6667,rejected,0.042472
case_0018,20260912T233614Z_1e5728,static,on,1,True,True,0.6667,recovered,0.013009
case_0018,20260912T235623Z_4b3ef4,static,off,0,False,False,0.0,rejected,0.011052
case_0018,20260912T235959Z_dc0d91,react,on,1,True,True,0.8,recovered,0.075151
case_0018,20260913T001529Z_6ce22a,react,off,1,True,True,0.8,recovered,0.060259
case_0018,20260913T002533Z_de812f,static,on,2,True,True,0.6667,recovered,0.012434
case_0018,20260913T002744Z_475b50,react,off,2,False,False,0.0,rejected,0.050885
case_0018,20260913T002953Z_bc2fb6,react,on,0,True,True,0.8,recovered,0.040517
case_0018,20260913T004201Z_7a57c8,static,off,1,False,False,0.0,rejected,0.011087
case_0019,20260912T232034Z_faef07,static,on,1,True,True,0.6667,recovered,0.012939
case_0019,20260912T232447Z_38f128,static,off,0,False,False,0.0,rejected,0.011647
case_0019,20260912T232926Z_355684,static,off,2,False,False,0.0,rejected,0.012002
case_0019,20260912T233914Z_f2f02d,static,off,1,False,False,0.0,rejected,0.011332
case_0019,20260912T234941Z_316264,react,off,2,False,False,0.0,rejected,0.106358
case_0019,20260912T235428Z_80f48f,react,off,0,False,False,0.0,rejected,0.050998
case_0019,20260912T235446Z_22d1c9,react,off,1,False,False,0.0,rejected,0.063101
case_0019,20260912T235601Z_809be2,static,on,0,True,True,0.6667,recovered,0.013364
case_0019,20260912T235729Z_f3477e,react,on,2,True,True,0.8,recovered,0.048739
case_0019,20260913T000041Z_bab5fc,react,on,1,True,True,0.6667,recovered,0.071752
case_0019,20260913T001728Z_3f3cd3,static,on,2,True,True,0.6667,recovered,0.012719
case_0019,20260913T003321Z_0d38a9,react,on,0,True,True,0.8,recovered,0.057334
case_0020,20260912T232903Z_e9ff71,react,on,0,True,True,0.6667,recovered,0.066221
case_0020,20260912T233722Z_ae006e,react,off,0,False,False,0.0,rejected,0.078588
case_0020,20260912T234428Z_3c5b22,static,off,1,False,False,0.0,rejected,0.011902
case_0020,20260912T234554Z_4eb71a,static,on,2,True,True,0.8,recovered,0.013174
case_0020,20260912T234646Z_175eff,react,off,2,True,True,1.0,recovered,0.042532
case_0020,20260912T235632Z_451e0a,static,on,0,True,True,0.8,recovered,0.012844
case_0020,20260913T000023Z_16095c,react,on,2,True,True,0.8,recovered,0.041917
case_0020,20260913T000838Z_99fdaa,static,off,0,True,False,0.0,rejected,0.012127
case_0020,20260913T000954Z_39c567,static,off,2,False,False,0.0,rejected,0.011277
case_0020,20260913T001435Z_59b621,react,off,1,False,False,0.0,rejected,0.060027
case_0020,20260913T002404Z_f77a2f,static,on,1,True,True,0.8,recovered,0.012344
case_0020,20260913T004744Z_926a5a,react,on,1,True,True,0.6667,recovered,0.075043
case_0021,20260912T232536Z_276912,react,on,2,True,True,0.6667,recovered,0.094973
case_0021,20260912T233028Z_57a4e7,static,off,2,False,False,0.0,rejected,0.011987
case_0021,20260912T234921Z_1c5100,react,on,0,True,True,0.8,recovered,0.048693
case_0021,20260912T235130Z_75f200,static,off,1,False,False,0.0,rejected,0.011342
case_0021,20260912T235507Z_fccde5,static,on,0,True,True,0.6667,recovered,0.012859
case_0021,20260912T235539Z_fd5fc2,react,off,2,True,True,1.0,rejected,0.059169
case_0021,20260913T001614Z_8f0f0d,static,off,0,False,False,0.0,rejected,0.011422
case_0021,20260913T002005Z_29b2ca,react,off,1,True,True,1.0,recovered,0.065396
case_0021,20260913T002633Z_d38bb7,static,on,2,True,True,0.6667,recovered,0.012019
case_0021,20260913T002903Z_1959ed,react,off,0,False,False,0.0,rejected,0.075245
case_0021,20260913T003039Z_c2b480,static,on,1,True,True,0.8,recovered,0.012359
case_0021,20260913T003729Z_7c981b,react,on,1,True,True,1.0,recovered,0.044713
case_0022,20260912T231940Z_80941e,react,off,0,True,True,1.0,recovered,0.074419
case_0022,20260912T232003Z_9f82fe,static,off,2,False,False,0.0,rejected,0.011067
case_0022,20260912T232246Z_8ad2a4,static,on,2,True,True,0.6667,recovered,0.012709
case_0022,20260912T232257Z_13c295,static,on,1,True,True,0.6667,recovered,0.013499
case_0022,20260912T234028Z_68ec63,static,on,0,True,True,0.6667,recovered,0.012639
case_0022,20260912T235139Z_86ccc3,static,off,1,False,False,0.0,rejected,0.011752
case_0022,20260913T000554Z_6d8528,react,on,1,True,True,0.8,recovered,0.052359
case_0022,20260913T000819Z_137a93,react,on,0,True,True,0.8,rejected,0.045147
case_0022,20260913T001003Z_14d3a2,react,on,2,True,True,0.8,recovered,0.047056
case_0022,20260913T002312Z_31a34e,react,off,1,True,True,1.0,recovered,0.06142
case_0022,20260913T002714Z_4685d4,react,off,2,True,True,0.8,rejected,0.087626
case_0022,20260913T003249Z_6d27f2,static,off,0,False,False,0.0,rejected,0.011517
case_0023,20260912T232644Z_9490c4,react,on,2,True,True,0.6667,recovered,0.074008
case_0023,20260912T233227Z_4c38e1,static,on,1,True,True,0.6667,recovered,0.012944
case_0023,20260912T233755Z_4540b0,react,off,0,True,True,0.6667,recovered,0.063064
case_0023,20260912T233942Z_9414b0,react,off,2,True,True,1.0,rejected,0.076465
case_0023,20260912T235038Z_dac18b,react,off,1,True,True,1.0,recovered,0.052525
case_0023,20260912T235653Z_92fe6f,react,on,1,True,True,0.6667,recovered,0.054251
case_0023,20260913T000129Z_da7c60,static,off,2,False,False,0.0,rejected,0.012202
case_0023,20260913T002156Z_69f0f1,static,on,2,True,True,0.6667,recovered,0.012779
case_0023,20260913T002302Z_8d1e91,static,off,1,False,False,0.0,rejected,0.011587
case_0023,20260913T002553Z_ec2c0f,static,on,0,True,True,0.5714,recovered,0.013524
case_0023,20260913T003108Z_e60a91,react,on,0,True,True,0.6667,recovered,0.056928
case_0023,20260913T004959Z_62ac43,static,off,0,True,True,1.0,recovered,0.012822
case_0024,20260912T232523Z_3bd73c,static,on,2,True,True,0.8571,recovered,0.013729
case_0024,20260912T232622Z_e3bd10,react,on,2,True,True,0.8571,recovered,0.075018
case_0024,20260912T233255Z_53a1c3,react,off,0,True,True,1.0,recovered,0.100359
case_0024,20260912T234714Z_1ab672,react,on,1,,,,,0.148562
case_0024,20260912T234813Z_611c50,static,on,1,True,True,0.8571,recovered,0.013869
case_0024,20260912T235526Z_6b4e87,static,on,0,True,False,0.6667,rejected,0.013339
case_0024,20260912T235641Z_a910d4,static,off,2,True,True,0.5714,rejected,0.013322
case_0024,20260913T000255Z_685f57,react,on,0,True,True,1.0,recovered,0.058858
case_0024,20260913T001119Z_fe8de9,react,off,2,True,True,1.0,recovered,0.067749
case_0024,20260913T004020Z_91a80a,react,off,1,True,True,1.0,recovered,0.064956
case_0024,20260913T004320Z_5bb82d,static,off,1,True,True,0.8571,recovered,0.013057
case_0024,20260913T004554Z_fa26b3,static,off,0,True,True,0.8571,recovered,0.013802
case_0025,20260912T234303Z_200a56,react,on,0,True,True,0.8571,recovered,0.081173
case_0025,20260912T234542Z_d4fb6b,static,off,0,True,True,0.5714,recovered,0.013077
case_0025,20260912T235325Z_ca9910,static,off,1,True,False,0.5714,rejected,0.013687
case_0025,20260913T000450Z_2fedcf,react,off,0,True,True,1.0,recovered,0.047626
case_0025,20260913T001334Z_8369ca,react,off,1,True,True,1.0,recovered,0.062251
case_0025,20260913T003028Z_07c5e8,static,on,0,True,True,1.0,recovered,0.012254
case_0025,20260913T003049Z_807c57,react,on,1,True,True,1.0,recovered,0.043025
case_0025,20260913T003231Z_923b4a,static,on,1,True,True,0.6667,recovered,0.012514
case_0025,20260913T003551Z_254c17,react,on,2,True,True,1.0,recovered,0.070615
case_0025,20260913T003945Z_6f3d14,static,on,2,True,True,0.8571,recovered,0.013144
case_0025,20260913T004251Z_419a61,static,off,2,True,True,0.5714,recovered,0.013512
case_0025,20260913T004417Z_0378db,react,off,2,True,True,1.0,recovered,0.062798
case_0026,20260912T232724Z_22809f,react,on,0,True,True,1.0,recovered,0.035582
case_0026,20260912T233826Z_4ae9d6,static,on,0,True,True,1.0,recovered,0.012114
case_0026,20260912T233836Z_f43dd1,react,on,1,True,True,1.0,recovered,0.058392
case_0026,20260912T234508Z_22259a,static,off,1,True,True,0.6667,recovered,0.013527
case_0026,20260912T235109Z_719531,react,off,1,True,True,0.6667,recovered,0.071245
case_0026,20260912T235913Z_afad8f,react,off,0,True,True,0.5,recovered,0.052462
case_0026,20260913T000140Z_135190,react,off,2,True,True,0.6667,recovered,0.053249
case_0026,20260913T000333Z_14bdc4,static,off,0,True,True,0.5,recovered,0.013402
case_0026,20260913T001225Z_ef945b,react,on,2,True,True,1.0,recovered,0.05581
case_0026,20260913T001401Z_f391f2,static,off,2,True,True,0.5714,recovered,0.014032
case_0026,20260913T001631Z_8c96cd,static,on,2,True,True,0.6667,recovered,0.013124
case_0026,20260913T004009Z_d67aca,static,on,1,True,True,0.6667,recovered,0.012864
case_0027,20260912T232810Z_ee262e,react,on,2,True,True,1.0,recovered,0.039717
case_0027,20260912T232956Z_8b5962,static,off,2,True,True,1.0,recovered,0.012592
case_0027,20260912T234402Z_49f721,react,off,0,True,True,0.8571,recovered,0.085955
case_0027,20260913T000345Z_afe3b4,react,off,1,True,True,1.0,recovered,0.042015
case_0027,20260913T000415Z_3906f0,static,off,0,True,True,1.0,recovered,0.013132
case_0027,20260913T000437Z_1fde70,static,off,1,True,True,1.0,recovered,0.013702
case_0027,20260913T001205Z_797656,react,off,2,True,True,0.8571,recovered,0.047613
case_0027,20260913T003158Z_8047bc,static,on,0,True,True,0.6667,recovered,0.012719
case_0027,20260913T003310Z_ff65a7,static,on,1,True,True,0.6667,recovered,0.012919
case_0027,20260913T003441Z_f903d0,react,on,0,True,True,1.0,recovered,0.060862
